Periodo,inpc,inpc-1,inpc-2,inpc-3,inpc-4,inpc-5,inpc-6,inpc-7,inpc-8,inpc-9,inpc-10,inpc-11,inpc-12,suby-1,suby-2,suby-3,suby-4,suby-5,suby-6,suby-7,suby-8,suby-9,suby-10,suby-11,suby-12,ipp,act_enom_global,actividades_primarias,actividad_industrial,vol_fisico_constr,actividades_terciarias,inversion_fija_bruta,desocupacion_urbana,tend_empleo_manuf,asegurados_perms_imss,expectativa_personal_ocupado,imports_totales,imports_n_petroleras,exports_petroleras,exports_n_petroleras,precio_prom_crudo,tasa_interbancaria_eq,cetes_28,tasa_fondeo_gub,tipo_cambio_nominal,tipo_cambio_real_multi,indice_bmv,reservas_internacionales,confianza_empresarial,indicador_agregado_tend,indicador_pedidos_manuf,confianza_consumidor,expectativa_uso_pye,expectativa_inventarios_insumos,indice_prod_ind_eua,prod_manuf_eua,comercio_pmenor_eua,desempleo_eua,tasa_bonos_tesoro_eua,sp500,dow_jones,confianza_consumidor_eua
2013/05,-0.0033,0.0007,0.0073,0.0049,0.004,0.0023,0.0068,0.0051,0.0044,0.003,0.0056,0.0046,-0.0032,0.0008,0.003,0.0051,0.0042,0.0012,0.0005,0.0023,0.0018,0.0022,0.0031,0.0022,0.0027,-0.002467675,0.035594786,0.254693743,0.029806311,0.051079591,0.029354781,0.075280954,6.390822777,1,14040794,52.457,34087.541,29949.509,4439.145,28289.993,99.12,4.33,3.82,4.02,-0.027802298,-0.029735141,-0.04177926,2063854.056,58.166,59.941,55.421,39.93393159,53.51,55.244,-0.009352002,-0.002790544,362984,7.1,1.76,0.012814613,0.017920732,-0.027989822
2013/06,-0.0006,-0.0033,0.0007,0.0073,0.0049,0.004,0.0023,0.0068,0.0051,0.0044,0.003,0.0056,0.0046,0.002,0.0008,0.003,0.0051,0.0042,0.0012,0.0005,0.0023,0.0018,0.0022,0.0031,0.0022,-0.000630979,0.013386013,0.1140225,0.016107577,0.050057971,0.006228573,-0.019149935,5.515785005,5,14077270,53.216,33305.574,29931.317,3679.042,29166.24,98.67,4.32,3.72,4.02,0.002233147,0.000319968,-0.012689236,2044920.612,58.196,60.385,55.588,39.83611171,55.614,50.103,0.002284967,0.0005988,389700,7.3,1.93,0.044018816,0.018583301,0.106020942
2013/07,-0.0003,-0.0006,-0.0033,0.0007,0.0073,0.0049,0.004,0.0023,0.0068,0.0051,0.0044,0.003,0.0056,0.0013,0.002,0.0008,0.003,0.0051,0.0042,0.0012,0.0005,0.0023,0.0018,0.0022,0.0031,0.003914623,-0.026254352,0.077541341,-0.035670129,-0.09916942,-0.026673031,-0.060388177,5.824296905,-11,14109463,52.982,30168.158,27095.117,3726.564,27361.703,97.86,4.3,3.78,4.02,0.055818547,0.068329245,-0.022610724,2139839.933,58.517,58.835,56.049,39.44711612,53.818,52.171,0.02672488,0.021689067,369274,7.8,2.3,-0.012848932,-0.013626041,-0.004733728
2013/08,0.0028,-0.0003,-0.0006,-0.0033,0.0007,0.0073,0.0049,0.004,0.0023,0.0068,0.0051,0.0044,0.003,0.0003,0.0013,0.002,0.0008,0.003,0.0051,0.0042,0.0012,0.0005,0.0023,0.0018,0.0022,-0.003483991,0.020665568,-0.08970543,0.033393834,0.084392407,0.020211073,0.102603112,5.963510233,-6,14121670,52.01,33651.211,30016.045,4303.762,27948.412,101,4.32,3.85,4.01,-0.011672761,-0.036081114,0.005615405,2169540.52,57.111,56.821,54.146,38.77056184,51.767,52.015,-0.018281472,-0.046174679,376928,7.7,2.58,0.030827652,0.039567956,0.011890606
2013/09,0.0038,0.0028,-0.0003,-0.0006,-0.0033,0.0007,0.0073,0.0049,0.004,0.0023,0.0068,0.0051,0.0044,0.0009,0.0003,0.0013,0.002,0.0008,0.003,0.0051,0.0042,0.0012,0.0005,0.0023,0.0018,-0.0007145,-0.010049206,-0.233600174,-0.002454087,-0.011180735,-0.001456089,-0.043873524,5.911086644,-12,14161683,51.832,32902.205,29200.96,4174.492,28502.812,100.84,4.31,3.84,4.01,0.006671829,0.012648332,-0.035691121,2173101.197,56.849,57.091,54.354,40.65621236,50.27,53.675,0.026849735,0.038907765,388112,7.3,2.74,0.000849885,-0.044468337,-0.035252644
2013/10,0.0048,0.0038,0.0028,-0.0003,-0.0006,-0.0033,0.0007,0.0073,0.0049,0.004,0.0023,0.0068,0.0051,0.0032,0.0009,0.0003,0.0013,0.002,0.0008,0.003,0.0051,0.0042,0.0012,0.0005,0.0023,0.004532184,-0.021874978,-0.113459407,-0.030725363,0.011601465,-0.012178162,-0.02571716,5.882632182,-12,14225223,52.426,30726.402,27617.812,4014.648,27363.115,99.74,4.1,3.64,3.82,0.017256651,0.015557699,0.013728172,2277512.408,56.469,57.493,53.294,40.53082193,51.623,48.88,-0.006121709,0.000712045,352560,7,2.81,0.01022689,0.021563525,-0.056029233
2013/11,0.0093,0.0048,0.0038,0.0028,-0.0003,-0.0006,-0.0033,0.0007,0.0073,0.0049,0.004,0.0023,0.0068,0.0019,0.0032,0.0009,0.0003,0.0013,0.002,0.0008,0.003,0.0051,0.0042,0.0012,0.0005,0.000193367,0.05221278,0.305226309,0.06333814,0.047241366,0.035032396,0.097907098,5.635806985,-5,14324766,52.265,35217.067,31945.214,4340.204,30742.221,94.95,3.98,3.39,3.72,-0.005636815,0.000392903,0.016402809,2267281.502,53.496,56.375,53.266,39.1824868,49.949,54.718,-0.011368482,-0.000832402,369638,7,2.62,0.019472225,0.027500817,-0.055483871
2013/12,0.0057,0.0093,0.0048,0.0038,0.0028,-0.0003,-0.0006,-0.0033,0.0007,0.0073,0.0049,0.004,0.0023,0.0014,0.0019,0.0032,0.0009,0.0003,0.0013,0.002,0.0008,0.003,0.0051,0.0042,0.0012,0.003083481,0.002407313,0.305866608,-0.040641365,0.00314845,0.013699926,0.004018429,5.047537854,0,14396311,51.792,31363.977,28410.428,3637.949,28035.46,89.54,3.79,3.39,3.57,0.003433523,-0.013616982,0.026023354,2265059.958,52.055,59.815,55.381,38.07752281,54.664,54.483,-0.002029904,-0.013935335,378498,6.6,2.72,0.036926453,0.034778909,0.025956284
2014/01,0.0089,0.0057,0.0093,0.0048,0.0038,0.0028,-0.0003,-0.0006,-0.0033,0.0007,0.0073,0.0049,0.004,0.0033,0.0014,0.0019,0.0032,0.0009,0.0003,0.0013,0.002,0.0008,0.003,0.0051,0.0042,0.00428255,-0.01024587,0.019453308,-0.025819107,0.030610704,-0.002981576,0.065726977,5.166927127,-8,14250352,51.039,30441.223,27409.19,4373.637,27687.57,91.65,3.79,3.29,3.62,-0.004103067,-0.009004873,-0.000370346,2309373.975,51.143,58.037,53.879,36.94645991,52.585,54.807,0.0029249,-0.014663531,430321,6.5,2.9,0.01358771,0.030476145,0.098535286
2014/02,0.0025,0.0089,0.0057,0.0093,0.0048,0.0038,0.0028,-0.0003,-0.0006,-0.0033,0.0007,0.0073,0.0049,0.0085,0.0033,0.0014,0.0019,0.0032,0.0009,0.0003,0.0013,0.002,0.0008,0.003,0.0051,0.005360957,-0.043865857,-0.223156068,-0.003332575,-0.177848215,-0.055150601,-0.1980141,6.515136133,-4,14227698,52.141,30233.531,26479.827,3827.883,23224.502,90.65,3.78,3.14,3.51,0.014473704,-8.77E-05,-0.051714482,2309662.299,52.361,57.486,53.828,37.37068748,51.678,54.382,-0.001129106,-0.015690999,340122,7,2.86,0.008065952,-0.052954964,-0.015757576
2014/03,0.0027,0.0025,0.0089,0.0057,0.0093,0.0048,0.0038,0.0028,-0.0003,-0.0006,-0.0033,0.0007,0.0073,0.0028,0.0085,0.0033,0.0014,0.0019,0.0032,0.0009,0.0003,0.0013,0.002,0.0008,0.003,0.006962389,-0.012843465,-0.006152462,-0.010388692,0.129771122,-0.01472061,0.047516373,5.755750435,-9,14302977,53.3,29543.472,26332.463,3924.527,26537,93.09,3.79,3.16,3.52,0.006872201,0.009652927,-0.053690577,2402091.418,51.551,59.61,55.183,35.55082197,55.256,52.502,0.006622206,0.024117745,337129,7,2.71,-0.002920356,0.039675852,0.004926108
2014/04,-0.0019,0.0027,0.0025,0.0089,0.0057,0.0093,0.0048,0.0038,0.0028,-0.0003,-0.0006,-0.0033,0.0007,0.0021,0.0028,0.0085,0.0033,0.0014,0.0019,0.0032,0.0009,0.0003,0.0013,0.002,0.0008,0.000784876,0.052784185,-0.144241792,0.077694506,-0.029576683,0.048618571,0.04100051,5.5975651,-1,14374413,53.696,32287.36,28972.55,3748.694,29496.499,93.48,3.8,3.17,3.52,-0.005523448,0.001122646,0.04043443,2394140.716,52.855,57.477,54.207,35.73456928,51.005,51.877,0.014265682,0.026189217,383241,6.8,2.72,0.025584869,0.008329563,-0.019607843
2014/05,-0.0032,-0.0019,0.0027,0.0025,0.0089,0.0057,0.0093,0.0048,0.0038,0.0028,-0.0003,-0.0006,-0.0033,0.0029,0.0021,0.0028,0.0085,0.0033,0.0014,0.0019,0.0032,0.0009,0.0003,0.0013,0.002,0.00048454,-0.009896491,0.18695055,-0.019958369,0.041203104,-0.012626904,0.000948732,6.361024421,-3,14437257,53.081,33561.872,29744.318,3786.861,30273.089,95.68,3.81,3.23,3.53,-0.011146087,-0.003324019,0.008058365,2385905.712,53.207,60.493,56.481,37.13514688,55.346,53.698,-0.012715993,-0.008939187,383688,5.9,2.71,0.000397097,0.007484235,0.05125
2014/06,0.0017,-0.0032,-0.0019,0.0027,0.0025,0.0089,0.0057,0.0093,0.0048,0.0038,0.0028,-0.0003,-0.0006,0.0009,0.0029,0.0021,0.0028,0.0085,0.0033,0.0014,0.0019,0.0032,0.0009,0.0003,0.0013,0.002720004,0.034929996,0.167035908,0.026068253,0.005895628,0.033155691,0.00151349,5.900193549,0,14504299,52.635,34251.128,31031.629,3805.631,30568.157,96.79,3.8,3.28,3.53,-0.009197971,-0.002934944,0.019248731,2435396.905,53.458,57.925,54.787,37.61013368,52.525,54.592,0.007454773,0.0046431,408177,6.1,2.56,0.013680369,0.008222627,-0.026159334
2014/07,0.0028,0.0017,-0.0032,-0.0019,0.0027,0.0025,0.0089,0.0057,0.0093,0.0048,0.0038,0.0028,-0.0003,0.0021,0.0009,0.0029,0.0021,0.0028,0.0085,0.0033,0.0014,0.0019,0.0032,0.0009,0.0003,-0.004033122,-0.016324878,0.012396156,-0.014754126,-0.036286966,-0.019102893,-0.007307781,5.881632719,-9,14558766,52.361,33050.55,29688.747,3890.362,29545.949,98.79,3.43,3.02,3.14,0.002726311,-0.00109456,0.031447031,2421263.4,53.018,59.59,55.618,37.75133861,53.964,53.811,0.028210415,0.022387812,385387,6.3,2.6,0.030332031,0.006545966,0.007326007
2014/08,0.0036,0.0028,0.0017,-0.0032,-0.0019,0.0027,0.0025,0.0089,0.0057,0.0093,0.0048,0.0038,0.0028,0.0019,0.0021,0.0009,0.0029,0.0021,0.0028,0.0085,0.0033,0.0014,0.0019,0.0032,0.0009,0.004279254,0.020710425,-0.051805273,0.02084253,0.023354054,0.025318597,0.053167333,6.81422277,-9,14586247,52.502,34690.783,31418.479,3428.666,30258.435,94.65,3.3,2.83,3.02,-0.000754822,-0.006368446,0.022470983,2468860.461,52.831,57.855,54.729,37.90494923,51.998,53.584,-0.016684538,-0.039910678,394591,6.5,2.54,0.013359636,-0.01564784,-0.008484848
2014/09,0.0044,0.0036,0.0028,0.0017,-0.0032,-0.0019,0.0027,0.0025,0.0089,0.0057,0.0093,0.0048,0.0038,0.0021,0.0019,0.0021,0.0009,0.0029,0.0021,0.0028,0.0085,0.0033,0.0014,0.0019,0.0032,0.003891338,-0.030605972,-0.217288676,-0.023154906,-0.000639504,-0.024077747,-0.018323383,6.262580952,-10,14619574,52.076,34483.635,30995.272,3671.599,29615.222,90.8,3.3,2.77,3.05,0.013535388,0.003968702,0.037589724,2517331.315,53.526,58.877,54.76,37.55181328,53.399,55.125,0.024022985,0.032662518,401280,6.3,2.42,-0.005862904,0.032308844,0.008557457
2014/10,0.0055,0.0044,0.0036,0.0028,0.0017,-0.0032,-0.0019,0.0027,0.0025,0.0089,0.0057,0.0093,0.0048,0.0029,0.0021,0.0019,0.0021,0.0009,0.0029,0.0021,0.0028,0.0085,0.0033,0.0014,0.0019,0.00148779,0.000394061,-0.112799311,-0.001278655,0.03357309,0.006867285,-0.002870942,5.791019867,-5,14707526,52.263,33667.444,30067.887,3617.818,30529.493,85.82,3.29,2.83,3.02,0.003893832,-0.017933056,-0.018414884,2504285.208,53.97,57.715,54.787,37.45015992,51.626,56.137,-0.007898104,0.000401991,374354,5.7,2.53,0.016157925,-0.003248602,0.025454545
2014/11,0.0081,0.0055,0.0044,0.0036,0.0028,0.0017,-0.0032,-0.0019,0.0027,0.0025,0.0089,0.0057,0.0093,0.0017,0.0029,0.0021,0.0019,0.0021,0.0009,0.0029,0.0021,0.0028,0.0085,0.0033,0.0014,-0.000770141,0.047250855,0.184239906,0.057803636,0.05650604,0.034936054,0.118013067,5.849486814,2,14831481,52.862,36945.105,33557.79,3264.062,33615.539,75.23,3.29,2.9,3.04,0.020954228,0.005509847,-0.004573468,2560104.468,53.667,58.402,54.954,38.21988818,53.322,54.298,-0.00988876,-0.002905096,388322,5.5,2.3,-0.028070995,0.020396552,0.027186761
2014/12,0.0049,0.0081,0.0055,0.0044,0.0036,0.0028,0.0017,-0.0032,-0.0019,0.0027,0.0025,0.0089,0.0057,0.0016,0.0017,0.0029,0.0021,0.0019,0.0021,0.0009,0.0029,0.0021,0.0028,0.0085,0.0033,0.001372332,-0.007501512,0.377268943,-0.05082342,-0.012670157,0.001258,-0.003977145,5.218193552,-8,14910604,52.167,33407.006,29781.585,2989.049,29203.685,66.94,3.29,2.85,3.05,0.007798587,-0.020691062,-0.0264415,2583831.47,54.029,60.361,55.663,37.69354202,55.179,52.604,0.002291072,-0.006114427,391551,5.5,2.33,0.055385938,0.025170053,0.021864212
2015/01,-0.0009,0.0049,0.0081,0.0055,0.0044,0.0036,0.0028,0.0017,-0.0032,-0.0019,0.0027,0.0025,0.0089,0.0023,0.0016,0.0017,0.0029,0.0021,0.0019,0.0021,0.0009,0.0029,0.0021,0.0028,0.0085,0.010437487,0.006292155,0.051717462,-0.013448181,0.033165151,0.015093473,0.054804706,4.355552385,-19,14782649,51.948,33862.45,30424.074,2414.129,31676.782,50.98,3.3,2.81,3.08,0.062193066,0.043793913,-0.028404858,2678108.517,52.712,58.571,54.187,38.47596898,52.681,53.747,-0.001539921,-0.015858342,451598,5.4,2.21,0.004741461,-0.000289971,0.054054054
2015/02,0.0019,-0.0009,0.0049,0.0081,0.0055,0.0044,0.0036,0.0028,0.0017,-0.0032,-0.0019,0.0027,0.0025,-0.0003,0.0023,0.0016,0.0017,0.0029,0.0021,0.0019,0.0021,0.0009,0.0029,0.0021,0.0028,-0.002246065,-0.051098088,-0.196034913,-0.021542145,-0.164734144,-0.05831141,-0.178636506,5.227790335,-6,14794354,53.266,29817.479,26782.634,2075.895,24477.482,41.7,3.3,2.67,3.04,0.017266716,-0.006391862,-0.050016571,2848611.097,50.891,57.008,53.758,38.69143714,50.672,53.28,-0.004184883,-0.011877433,350067,6.1,1.88,-0.012699358,-0.036925272,0.048076923
2015/03,0.0041,0.0019,-0.0009,0.0049,0.0081,0.0055,0.0044,0.0036,0.0028,0.0017,-0.0032,-0.0019,0.0027,0.0034,-0.0003,0.0023,0.0016,0.0017,0.0029,0.0021,0.0019,0.0021,0.0009,0.0029,0.0021,0.000817308,-0.014904629,-0.059948115,-0.000555544,0.047976925,-0.020932656,-0.01804669,5.318052549,11,14884954,52.969,29125.93,26637.014,2098.179,27633.128,47.26,3.3,2.81,3.06,0.016421704,0.009172278,0.077066224,2937902.65,50.706,59.666,55.308,38.06250413,53.75,54.391,-0.003096607,0.009323886,341459,5.8,1.98,0.0266334,0.056379789,-0.027522936
2015/04,-0.0026,0.0041,0.0019,-0.0009,0.0049,0.0081,0.0055,0.0044,0.0036,0.0028,0.0017,-0.0032,-0.0019,0.0026,0.0034,-0.0003,0.0023,0.0016,0.0017,0.0029,0.0021,0.0019,0.0021,0.0009,0.0029,0.007742838,0.056764346,-0.133700801,0.059174478,-0.008711519,0.066039991,0.056943536,4.593224907,-3,14968530,53.863,33666.222,31082.162,2158.94,32018.532,47.36,3.3,3.04,3.08,0.019012248,-0.000839772,-0.014543792,2927337.765,50.55,58.954,54.631,37.49114261,53.834,54.726,0.00033298,0.019620962,392848,5.6,2.04,-0.001059139,-0.019664957,-0.025157233
2015/05,-0.005,-0.0026,0.0041,0.0019,-0.0009,0.0049,0.0081,0.0055,0.0044,0.0036,0.0028,0.0017,-0.0032,0.0016,0.0026,0.0034,-0.0003,0.0023,0.0016,0.0017,0.0029,0.0021,0.0019,0.0021,0.0009,0.001683747,-0.014901795,0.153872995,-0.019058655,0.077525763,-0.020102554,0.020990967,5.067140155,2,15024445,52.845,33041.33,30348.398,1898.428,31073.061,50.69,3.3,2.97,3.04,0.001480234,0.0073406,0.022260461,2978911.936,50.066,60.253,55.828,38.50521887,55.048,55.198,-0.021280784,-0.009101668,387352,5.1,1.94,0.007150226,0.003622495,0.031182796
2015/06,0.0017,-0.005,-0.0026,0.0041,0.0019,-0.0009,0.0049,0.0081,0.0055,0.0044,0.0036,0.0028,0.0017,0.0012,0.0016,0.0026,0.0034,-0.0003,0.0023,0.0016,0.0017,0.0029,0.0021,0.0019,0.0021,-0.001368871,0.011717097,0.171238829,0.005819018,-0.024137553,0.006712646,-0.024118793,5.495299523,0,15062413,53.253,32359.172,29951.402,2348.989,28895.716,54.06,3.3,2.98,3.02,0.002148094,0.021736814,0.007751714,3002655.919,49.841,58.26,54.741,37.84286442,52.705,55.648,0.001998855,0.002615699,409376,5.3,2.2,0.008153585,0.009537845,-0.054223149
2015/07,0.0015,0.0017,-0.005,-0.0026,0.0041,0.0019,-0.0009,0.0049,0.0081,0.0055,0.0044,0.0036,0.0028,0.0021,0.0012,0.0016,0.0026,0.0034,-0.0003,0.0023,0.0016,0.0017,0.0029,0.0021,0.0019,0.00401206,0.016801434,-0.042353162,0.00580383,-0.033926442,0.027271153,0.045773153,5.04287484,-5,15146453,53.846,34590.363,31704.371,2230.509,31531.322,53.87,3.3,2.96,3.1,0.013155911,0.009069312,0.006145012,2982488.197,50.327,58.708,55.462,38.03169156,53.724,56.969,0.023988843,0.013303895,397752,5.5,2.36,-0.005994414,-0.021718672,0.059536935
2015/08,0.0021,0.0015,0.0017,-0.005,-0.0026,0.0041,0.0019,-0.0009,0.0049,0.0081,0.0055,0.0044,0.0036,0.0017,0.0021,0.0012,0.0016,0.0026,0.0034,-0.0003,0.0023,0.0016,0.0017,0.0029,0.0021,0.005655706,0.006748667,-0.072543261,0.028536128,0.123870329,-0.001689774,0.05895254,5.399627453,0,15187532,53.09,35073.02,31869.807,2059.437,30635.507,46.56,3.3,2.99,3.1,0.027943479,0.017711653,-0.00812994,3019587.706,50.312,58.657,55.419,39.11192224,53.302,54.27,-0.011872539,-0.033996759,406393,5.6,2.32,-0.002448454,0.003992811,-0.031217482
2015/09,0.0037,0.0021,0.0015,0.0017,-0.005,-0.0026,0.0041,0.0019,-0.0009,0.0049,0.0081,0.0055,0.0044,0.002,0.0017,0.0021,0.0012,0.0016,0.0026,0.0034,-0.0003,0.0023,0.0016,0.0017,0.0029,0.003245282,-0.024293417,-0.171128326,-0.012072274,-0.034168681,-0.023856793,-0.021974131,5.422649506,-2,15249519,52.747,33831.912,30095.665,1908.181,29101.607,39.71,3.32,3.04,3.08,0.037757819,0.035989802,-0.025093727,3066873.38,50.347,57.913,55.627,38.13188419,51.732,55.221,0.022005164,0.030344168,404729,5.2,2.17,-0.025918683,-0.06567791,-0.012889366
2015/10,0.0051,0.0037,0.0021,0.0015,0.0017,-0.005,-0.0026,0.0041,0.0019,-0.0009,0.0049,0.0081,0.0055,0.0037,0.002,0.0017,0.0021,0.0012,0.0016,0.0026,0.0034,-0.0003,0.0023,0.0016,0.0017,0.003668901,0.016835483,-0.075785232,0.012354618,0.068669769,0.023927801,0.022541479,5.356391594,0,15344056,53.231,33663.061,31009.821,1790.287,30396.895,37.93,3.33,3.1,3.06,0.021179039,0.020336661,-0.028556582,3113233.95,49.288,58.375,54.677,37.3835572,52.641,54.742,-0.021039009,-0.010745511,382020,4.9,2.17,-0.046799055,-0.014721873,-0.051142546
2015/11,0.0055,0.0051,0.0037,0.0021,0.0015,0.0017,-0.005,-0.0026,0.0041,0.0019,-0.0009,0.0049,0.0081,0.0025,0.0037,0.002,0.0017,0.0021,0.0012,0.0016,0.0026,0.0034,-0.0003,0.0023,0.0016,-0.000804139,0.018865572,0.156617327,0.017432197,-0.07997668,0.014000456,0.003650364,5.350742893,8,15460720,52.712,35600.923,32990.273,1827.034,32273.56,37.46,3.31,3.02,3.04,-0.013969068,-0.016311235,0.039458448,3049788.219,48.808,58.108,55.277,37.44901186,52.5,54.628,-0.009771322,0.006163544,392545,4.8,2.07,0.041354787,0.084670455,0.032110092
2015/12,0.0041,0.0055,0.0051,0.0037,0.0021,0.0015,0.0017,-0.005,-0.0026,0.0041,0.0019,-0.0009,0.0049,0.0004,0.0025,0.0037,0.002,0.0017,0.0021,0.0012,0.0016,0.0026,0.0034,-0.0003,0.0023,0.001283305,-0.005864334,0.357778172,-0.046989486,0.025984952,0.002369809,0.030235349,4.353497174,3,15547671,52.858,32595.256,30279.61,1521.593,29459.729,34.28,3.32,3.02,3.07,0.001975666,-0.022653661,-0.030531707,2901100.592,50.585,59.227,55.305,37.81307911,53.814,55.184,-0.012993496,-0.016140084,396490,4.8,2.26,0.027559967,0.003192338,0.014444444
2016/01,0.0038,0.0041,0.0055,0.0051,0.0037,0.0021,0.0015,0.0017,-0.005,-0.0026,0.0041,0.0019,-0.0009,0.0031,0.0004,0.0025,0.0037,0.002,0.0017,0.0021,0.0012,0.0016,0.0026,0.0034,-0.0003,0.00377103,0.008144168,0.156960505,-0.008757801,0.040127906,0.008527852,0.036371157,4.875864687,-10,15381186,51.706,31889.184,29214.907,1182.134,29959.941,27.69,3.42,3.14,3.24,0.022068194,0.01805065,-0.014174855,2851150.351,50.774,57.547,54.134,38.18293526,51.964,53.167,-0.007234572,-0.018527702,464962,4.8,2.24,-0.012754371,-0.016642054,0.014238773
2016/02,0.0044,0.0038,0.0041,0.0055,0.0051,0.0037,0.0021,0.0015,0.0017,-0.005,-0.0026,0.0041,0.0019,0.0019,0.0031,0.0004,0.0025,0.0037,0.002,0.0017,0.0021,0.0012,0.0016,0.0026,0.0034,0.008746533,-0.059231076,-0.230955677,-0.024040034,-0.134873652,-0.066955215,-0.189417936,4.808232491,1,15390602,52.17,27979.044,25863.195,1074.508,23613.357,23.91,3.56,3.08,3.28,0.057411231,0.049849062,0.011343706,3048455.79,50.603,56.579,53.06,38.36854021,50.09,52.661,0.010639191,-0.000114738,351890,5.3,2.09,-0.065957354,-0.055020289,-0.006479482
2016/03,0.0015,0.0044,0.0038,0.0041,0.0055,0.0051,0.0037,0.0021,0.0015,0.0017,-0.005,-0.0026,0.0041,0.0036,0.0019,0.0031,0.0004,0.0025,0.0037,0.002,0.0017,0.0021,0.0012,0.0016,0.0026,0.009031075,0.010789691,-0.106952258,0.015965671,0.070692944,0.014829428,0.056961942,4.818851677,11,15491741,52.647,29751.151,27902.629,1127.535,27839.465,24.48,3.75,3.36,3.48,0.028128824,0.037003123,-0.002439146,3190908.005,49.048,58.097,54.388,38.18152108,52.808,53.314,-0.006885267,0.010154492,363687,5.2,1.78,-0.007390498,0.00304854,-0.00326087
2016/04,-0.0032,0.0015,0.0044,0.0038,0.0041,0.0055,0.0051,0.0037,0.0021,0.0015,0.0017,-0.005,-0.0026,0.0036,0.0036,0.0019,0.0031,0.0004,0.0025,0.0037,0.002,0.0017,0.0021,0.0012,0.0016,0.000706005,0.015104983,-0.199603802,0.017747395,-0.035286525,0.025026036,-0.018907229,4.32985897,2,15533030,52.659,31408.485,29369.041,1275.511,30218.099,29.44,4.06,3.8,3.79,-0.040327424,-0.03300334,0.048008275,3186806.177,48.303,57.353,54.036,36.73208356,50.566,53.286,-0.00878823,0.007328059,405310,5.1,1.89,0.061717312,0.070753309,-0.007633588
2016/05,-0.0045,-0.0032,0.0015,0.0044,0.0038,0.0041,0.0055,0.0051,0.0037,0.0021,0.0015,0.0017,-0.005,0.0022,0.0036,0.0036,0.0019,0.0031,0.0004,0.0025,0.0037,0.002,0.0017,0.0021,0.0012,0.002568521,0.017246439,0.293846996,0.016029506,0.071953129,0.006384788,0.053479124,4.488612912,8,15611267,53.058,32497.219,30009.969,1325.95,29061.325,32.28,4.06,3.74,3.76,-0.013862659,0.006799665,0.001071021,3062800.785,48.542,57.56,53.908,36.81443242,51.678,52.506,-0.004645448,0.001983393,395119,4.7,1.81,0.026499685,0.00500697,-0.021978022
2016/06,0.0011,-0.0045,-0.0032,0.0015,0.0044,0.0038,0.0041,0.0055,0.0051,0.0037,0.0021,0.0015,0.0017,0.0021,0.0022,0.0036,0.0036,0.0019,0.0031,0.0004,0.0025,0.0037,0.002,0.0017,0.0021,0.007280343,0.0026277,0.075786279,-0.007688247,-0.014371677,0.004972723,-0.041606748,5.05405904,3,15666289,52.872,31854.21,29459.229,1689.567,29721.254,37.27,4.08,3.81,3.8,0.031333608,0.039468224,-0.002658001,3056916.319,50.143,57.847,55.124,36.71385824,51.591,53.564,-0.000358933,-0.004820816,413405,4.5,1.81,-0.004810463,0.000762909,0.064044944
2016/07,0.0026,0.0011,-0.0045,-0.0032,0.0015,0.0044,0.0038,0.0041,0.0055,0.0051,0.0037,0.0021,0.0015,0.0025,0.0021,0.0022,0.0036,0.0036,0.0019,0.0031,0.0004,0.0025,0.0037,0.002,0.0017,0.009537625,0.014417587,0.118851263,0.004468605,-0.033450786,0.014380149,0.031076799,4.550047628,3,15760953,52.995,32467.942,29875.928,1611.923,30337.981,40.05,4.1,3.81,3.83,0.033624345,0.037061681,0.010039631,3258155.215,50.248,58.561,55.442,37.48480388,52.742,54.046,0.033695986,0.021644498,410397,5.1,1.64,0.008879186,0.008027536,-0.012671595
2016/08,0.0028,0.0026,0.0011,-0.0045,-0.0032,0.0015,0.0044,0.0038,0.0041,0.0055,0.0051,0.0037,0.0021,0.0017,0.0025,0.0021,0.0022,0.0036,0.0036,0.0019,0.0031,0.0004,0.0025,0.0037,0.002,0.004710394,-0.020410037,-0.147433504,-0.006352648,0.029917506,-0.020704529,-0.013210519,4.562146521,0,15782822,52.232,31599.262,28602.394,1617.648,28155.362,38.75,4.56,4.21,4.27,-0.004140054,-0.014290534,0.012462168,3275783.298,50.375,58.961,54.947,38.349095,53.766,51.994,-0.01592152,-0.03861399,406139,5.1,1.5,0.031196749,0.028012039,-0.037433155
2016/09,0.0061,0.0028,0.0026,0.0011,-0.0045,-0.0032,0.0015,0.0044,0.0038,0.0041,0.0055,0.0051,0.0037,0.0019,0.0017,0.0025,0.0021,0.0022,0.0036,0.0036,0.0019,0.0031,0.0004,0.0025,0.0037,0.003262153,0.015624502,-0.061699728,0.018207445,-0.016335734,0.018346619,0.068480445,4.858604684,-1,15860849,53.219,34332.06,31542.54,1762.087,30684.217,38.4,4.59,4.24,4.29,-0.00505657,0.00225408,0.016009841,3332013.748,50.066,57.828,54.272,36.50604111,52.263,52.705,0.023495556,0.029413131,416795,5,1.56,0.013299896,-0.001701653,-0.002222222
